"","scenario","sector","technology","subsector","Units","USREP_region","year","invest","PercentChangeFromCPOL"
"1967","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2030",0.00519601114196859,0.00345392407093148
"1968","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","PacificNorthwest","2035",0.00421892764961515,-0.00750354806873033
"1969","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2020",0.01245504681332,2.07774452976039e-07
"1970","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2025",0.01411891096076,-6.58207180604942e-05
"1971","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2030",0.0118995902689118,0.00238901894639065
"1972","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","RockiesCentral","2035",0.0108583896490973,-0.00789583988624787
"1973","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2020",0.01101557933066,2.32357329377209e-07
"1974","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2025",0.01166156361157,0.000624411950715054
"1975","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2030",0.00896420295453061,0.00412487953729657
"1976","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","SouthAtlantic","2035",0.00745118227835208,-0.0204119080831962
"1977","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2020",0.06030343196192,0
"1978","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2025",0.07508284960725,-7.33251865110418e-05
"1979","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2030",0.0710068134568414,0.00127663101010378
"1980","ExecRollback","resid hot water","gas water heater hi-eff","gas","Billions 1975$","West","2035",0.0164581314146004,-0.00633737215029495
"1981","FedRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2020",0,NA
"1982","FedRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2025",0,NA
"1983","FedRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2030",0,NA
"1984","FedRollback","resid heating","coal furnace","coal","Billions 1975$","AK-HI","2035",0,NA
"1985","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2020",0,NA
"1986","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2025",0,NA
"1987","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2030",0,NA
"1988","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Appalachia","2035",0,NA
"1989","FedRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2020",0,NA
"1990","FedRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2025",0,NA
"1991","FedRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2030",0,NA
"1992","FedRollback","resid heating","coal furnace","coal","Billions 1975$","GulfCoast","2035",0,NA
"1993","FedRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2020",0,NA
"1994","FedRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2025",0,NA
"1995","FedRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2030",0,NA
"1996","FedRollback","resid heating","coal furnace","coal","Billions 1975$","MidA","2035",0,NA
"1997","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2020",0,NA
"1998","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2025",0,NA
"1999","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2030",0,NA
"2000","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midcontinent","2035",0,NA
"2001","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2020",0,NA
"2002","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2025",0,NA
"2003","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2030",0,NA
"2004","FedRollback","resid heating","coal furnace","coal","Billions 1975$","Midwest","2035",0,NA
"2005","FedRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2020",0,NA
"2006","FedRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2025",0,NA
"2007","FedRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2030",0,NA
"2008","FedRollback","resid heating","coal furnace","coal","Billions 1975$","NewEngland","2035",0,NA
"2009","FedRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2020",0,NA
"2010","FedRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2025",0,NA
"2011","FedRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2030",0,NA
"2012","FedRollback","resid heating","coal furnace","coal","Billions 1975$","PacificNorthwest","2035",0,NA
"2013","FedRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2020",0,NA
"2014","FedRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2025",0,NA
"2015","FedRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2030",0,NA
"2016","FedRollback","resid heating","coal furnace","coal","Billions 1975$","RockiesCentral","2035",0,NA
"2017","FedRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2020",0,NA
"2018","FedRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2025",0,NA
"2019","FedRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2030",0,NA
"2020","FedRollback","resid heating","coal furnace","coal","Billions 1975$","SouthAtlantic","2035",0,NA
"2021","FedRollback","resid heating","coal furnace","coal","Billions 1975$","West","2020",0,NA
"2022","FedRollback","resid heating","coal furnace","coal","Billions 1975$","West","2025",0,NA
"2023","FedRollback","resid heating","coal furnace","coal","Billions 1975$","West","2030",0,NA
"2024","FedRollback","resid heating","coal furnace","coal","Billions 1975$","West","2035",0,NA
"2025","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2020",0.0172659755606,0
"2026","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2025",0.016626497167371,-3.43093301546915e-08
"2027","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2030",0.015949337788622,0.0284563277316798
"2028","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","AK-HI","2035",0.015703357069282,0.0412353846809528
"2029","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2020",0.7324193900856,1.50351735705989e-06
"2030","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2025",0.62863272739968,1.26854935622589e-06
"2031","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2030",0.60367957496565,0.0211326897966371
"2032","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Appalachia","2035",0.50155655075434,0.0272424279105499
"2033","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2020",0.38783588980342,1.19988374125413e-06
"2034","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2025",0.32843939043668,2.61149294189522e-06
"2035","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2030",0.30026510641723,0.0215195414274396
"2036","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","GulfCoast","2035",0.26491019117648,0.0251639709349942
"2037","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2020",0.64998241178589,1.20906243927799e-06
"2038","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2025",0.54630460956267,1.24508886623076e-06
"2039","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2030",0.48568158498795,0.0195582116180932
"2040","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","MidA","2035",0.40909400542079,0.023052251359494
"2041","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2020",0.40008484253648,5.19560367839844e-07
"2042","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2025",0.3401777538461,-9.18472356170597e-07
"2043","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2030",0.31867259267331,0.0225458142912813
"2044","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midcontinent","2035",0.26517046964922,0.0299298974350013
"2045","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2020",0.49408795269892,2.25294357369954e-06
"2046","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2025",0.42566505114402,1.3934333693566e-06
"2047","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2030",0.42656506910338,0.029451714767317
"2048","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","Midwest","2035",0.35337305479683,0.0408431706835328
"2049","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2020",0.18100197929872,1.33215908548756e-06
"2050","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2025",0.14579632119222,1.31429600047639e-06
"2051","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2030",0.13501812977585,0.0506964420522322
"2052","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","NewEngland","2035",0.11309089501368,0.0553318659675386
"2053","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2020",0.23537174792437,1.77789070976431e-06
"2054","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2025",0.18858774130901,6.97808992811133e-07
"2055","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2030",0.1703970566966,0.0238691558004995
"2056","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","PacificNorthwest","2035",0.1398872425469,0.0228339159828541
"2057","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2020",0.13188455925268,6.83549174818054e-07
"2058","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2025",0.1074123422709,-5.80438080932666e-07
"2059","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2030",0.1006043775581,0.0342595017380452
"2060","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","RockiesCentral","2035",0.08607718258892,0.0332101769120421
"2061","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2020",0.54184907932895,6.09859081013298e-07
"2062","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2025",0.47526573498219,5.82809870364187e-07
"2063","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2030",0.4352671936987,0.0144255810008005
"2064","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","SouthAtlantic","2035",0.36783626959218,0.0174124758307521
"2065","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2020",0.21572249563347,5.36007774432079e-06
"2066","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2025",0.17893942167698,2.45372262508425e-07
"2067","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2030",0.16486936878966,0.0310247333979035
"2068","FedRollback","resid heating","electric furnace","electricity","Billions 1975$","West","2035",0.13953959304245,0.0326962993301498
"2069","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2020",0.00828588374136,1.13540017077085e-05
"2070","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2025",0.01708353796545,3.6689244398147e-06
"2071","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2030",0.02626576541894,-0.106752321951301
"2072","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","AK-HI","2035",0.042744352155,-0.0155998589903388
"2073","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2020",0.3689440708907,7.2564806927744e-06
"2074","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2025",0.6027424447313,-4.2263969556311e-06
"2075","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2030",0.8107975407042,-0.0729978904939038
"2076","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Appalachia","2035",1.0317318786005,-0.0130478043078905
"2077","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2020",0.177188626736,1.64159169147027e-06
"2078","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2025",0.2452215028738,2.48814106331707e-05
"2079","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2030",0.3182296694109,-0.0288416027417627
"2080","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","GulfCoast","2035",0.4299793390824,0.0218766094785607
"2081","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2020",0.3115796003905,6.60151330822423e-06
"2082","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2025",0.46917254788754,-3.37856673333636e-05
"2083","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2030",0.57922691930847,-0.0532371163271822
"2084","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","MidA","2035",0.74170361405205,-0.00209575993435551
"2085","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2020",0.1951134928704,1.72375305695915e-06
"2086","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2025",0.3162910270955,7.12387541210724e-05
"2087","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2030",0.41674270750304,-0.0800243842438166
"2088","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midcontinent","2035",0.53688743270651,-0.010631885650157
"2089","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2020",0.2886561463557,8.65832469143513e-06
"2090","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2025",0.6210483335844,6.78102747471154e-05
"2091","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2030",0.8505343792962,-0.14925323466331
"2092","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","Midwest","2035",1.0741619499571,-0.0713427153089128
"2093","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2020",0.12922910074928,-2.02294200719599e-05
"2094","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2025",0.37702788050512,-0.000131475667048409
"2095","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2030",0.46262070572667,-0.231987715565704
"2096","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","NewEngland","2035",0.56009359232512,-0.16312112890331
"2097","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2020",0.1275250073489,-2.92578856575521e-06
"2098","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2025",0.1681330478273,1.29689481436213e-05
"2099","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2030",0.213743058363,-0.0137102023621487
"2100","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","PacificNorthwest","2035",0.2633281639953,0.0241692692779663
"2101","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2020",0.07521561991202,7.97884109005054e-07
"2102","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2025",0.14614902596225,8.32093081069019e-05
"2103","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2030",0.1896762297676,-0.144704082058023
"2104","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","RockiesCentral","2035",0.24633856898925,-0.0828608591079132
"2105","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2020",0.2405970152494,9.83679837140983e-07
"2106","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2025",0.3195886917877,-1.64642531830239e-07
"2107","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2030",0.4028822216338,-0.00620230556472334
"2108","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","SouthAtlantic","2035",0.5164744086754,0.0390738667289643
"2109","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2020",0.1499265628759,-3.93333488823977e-06
"2110","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2025",0.2427258351137,3.80528296610727e-05
"2111","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2030",0.313199824487,-0.0800241880284126
"2112","FedRollback","resid heating","electric heat pump","electricity","Billions 1975$","West","2035",0.39498218237111,-0.0328616050878621
"2113","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","AK-HI","2020",0.01622447313825,0
"2114","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","AK-HI","2025",0.0178922231507,-8.7638626689035e-08
"2115","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","AK-HI","2030",0.0141370949095669,0.0387925399660567
"2116","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","AK-HI","2035",0.0131578897549515,0.0508256652068393
"2117","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Appalachia","2020",0.29072120958152,-7.67951694258251e-06
"2118","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Appalachia","2025",0.32492294634978,-6.55644357039353e-06
"2119","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Appalachia","2030",0.255262337293611,0.0410017423573654
"2120","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Appalachia","2035",0.239996612097913,0.0590438840506511
"2121","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","GulfCoast","2020",0.0257357149208,-3.70479106781563e-06
"2122","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","GulfCoast","2025",0.02917571852334,-4.70434926004293e-05
"2123","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","GulfCoast","2030",0.0231564371899108,0.0638006504698183
"2124","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","GulfCoast","2035",0.022549448804499,0.0893677041233412
"2125","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","MidA","2020",0.22233273397036,-3.45064543127993e-06
"2126","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","MidA","2025",0.24943165965894,-5.63544303233687e-06
"2127","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","MidA","2030",0.194050372608743,0.0354841444615217
"2128","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","MidA","2035",0.180899327398968,0.0528397339831421
"2129","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midcontinent","2020",0.12025589278385,-2.01711321667908e-06
"2130","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midcontinent","2025",0.13532596363345,-3.83165874668911e-05
"2131","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midcontinent","2030",0.10570737886835,0.041530987613684
"2132","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midcontinent","2035",0.0985621853461503,0.0565038293074405
"2133","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midwest","2020",0.22641994775025,-4.44710160107942e-06
"2134","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midwest","2025",0.25443700699804,-3.58850362935925e-05
"2135","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midwest","2030",0.201236272979463,0.0473624730502671
"2136","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","Midwest","2035",0.190645449965554,0.0644259817985882
"2137","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","NewEngland","2020",0.84330193663806,-2.28663612256153e-06
"2138","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","NewEngland","2025",0.95219601686675,4.83139302742686e-06
"2139","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","NewEngland","2030",0.76977244757389,0.0607734633240022
"2140","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","NewEngland","2035",0.746850638864809,0.0831129847864209
"2141","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","PacificNorthwest","2020",0.02203898185206,-3.7094779281599e-06
"2142","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","PacificNorthwest","2025",0.02425861913576,-1.88541785427487e-05
"2143","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","PacificNorthwest","2030",0.0192705215369328,0.049888359873536
"2144","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","PacificNorthwest","2035",0.0180774116746614,0.0756658421161973
"2145","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","RockiesCentral","2020",0.03898783647663,-1.90363163032892e-06
"2146","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","RockiesCentral","2025",0.04346463523411,-3.29747513153622e-05
"2147","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","RockiesCentral","2030",0.0344984636008763,0.0511446464253849
"2148","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","RockiesCentral","2035",0.0326236232314131,0.0752086775505576
"2149","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","SouthAtlantic","2020",0.0421402440745,0
"2150","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","SouthAtlantic","2025",0.04755099974585,-3.97890156256242e-06
"2151","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","SouthAtlantic","2030",0.0369629477301207,0.041082796817054
"2152","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","SouthAtlantic","2035",0.0347547048177615,0.0597626318194817
"2153","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","West","2020",0.03211609994118,-6.59687205895043e-06
"2154","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","West","2025",0.03487244734055,-3.30430408931326e-05
"2155","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","West","2030",0.0283201953225245,0.0577367780442286
"2156","FedRollback","resid heating","fuel furnace","refined liquids","Billions 1975$","West","2035",0.0161337580569486,0.0798094893608166
"2157","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","AK-HI","2020",0.000836385014344,-6.68377142964971e-07
"2158","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","AK-HI","2025",0.000978937828784,-6.40076634196296e-05
"2159","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","AK-HI","2030",0.00111909503829477,0.362341177216288
"2160","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","AK-HI","2035",0.00152906251198093,0.318138536706179
"2161","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Appalachia","2020",0.01757051899795,-3.10326455745802e-05
"2162","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Appalachia","2025",0.02063695563422,-1.4569055383995e-05
"2163","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Appalachia","2030",0.0221223917241668,0.32419273844346
"2164","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Appalachia","2035",0.0294851721755255,0.336469423793526
"2165","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","GulfCoast","2020",0.001472439761,0
"2166","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","GulfCoast","2025",0.00171953976354,-0.000600865218541857
"2167","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","GulfCoast","2030",0.00206241343177508,0.524822828635715
"2168","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","GulfCoast","2035",0.00300941282099242,0.477191804138857
"2169","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","MidA","2020",0.01278470572608,-2.69635032876803e-05
"2170","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","MidA","2025",0.01497244199798,-2.43790679654854e-05
"2171","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","MidA","2030",0.0154900462801408,0.295797148383106
"2172","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","MidA","2035",0.0201332161418499,0.327745282035076
"2173","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midcontinent","2020",0.00703396387071,-5.79099848374565e-06
"2174","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midcontinent","2025",0.00826296760166,-0.000379213423341795
"2175","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midcontinent","2030",0.00876425668784984,0.337397889330199
"2176","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midcontinent","2035",0.0111466113467884,0.341624907049985
"2177","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midwest","2020",0.01407166129693,-2.94524764670179e-05
"2178","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midwest","2025",0.01683721595754,-0.00023126900415571
"2179","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midwest","2030",0.0186390317716738,0.352424964090781
"2180","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","Midwest","2035",0.0248638444536555,0.342222887298439
"2181","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","NewEngland","2020",0.05919680533754,-1.68008328267355e-05
"2182","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","NewEngland","2025",0.0738560894203,1.74635478811247e-05
"2183","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","NewEngland","2030",0.0864809631798111,0.379464492461652
"2184","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","NewEngland","2035",0.118690788687195,0.365774074379535
"2185","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2020",0.00136454154048,0
"2186","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2025",0.00154676498463,-0.000158115891042421
"2187","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2030",0.00173863051009348,0.419913030619646
"2188","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","PacificNorthwest","2035",0.00234543368106596,0.452377227786842
"2189","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","RockiesCentral","2020",0.0024127531085,0
"2190","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","RockiesCentral","2025",0.00281784564705,-0.000268973775611414
"2191","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","RockiesCentral","2030",0.00317713983971808,0.400743589525386
"2192","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","RockiesCentral","2035",0.00427491588270252,0.421141674263614
"2193","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2020",0.00228611591369,0
"2194","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2025",0.00265775783534,-6.18599357966598e-05
"2195","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2030",0.00283676171632232,0.364184362810218
"2196","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","SouthAtlantic","2035",0.00380797569097092,0.379750795703415
"2197","FedRollback","resid heating","fuel furnace hi-eff","refined liquids","Billions 1975$","West","2020",0.0024736653798,-4.58024805077839e-05
